,PLAYERS,COUNTRIES,SCORES,EVENT,match_week,match_location
0,"['Bertrand Marimoutou', 'Kaviraj Sookuram']","['[REU] ', '[MRI] ']","['21-18', '21-17']",MS - Qualification,20180607,"Rose Hill, Mauritius"
1,"['Ved Callychurn', 'Anish Tauckoory']","['[MRI] ', '[MRI] ']","['21-7', '21-16']",MS - Qualification,20180607,"Rose Hill, Mauritius"
2,"['Abhay Chandra Russom', 'Raul Teeluck']","['[MRI] ', '[MRI] ']","['21-19', '21-16']",MS - Qualification,20180607,"Rose Hill, Mauritius"
3,"['Thoif Ahmed Mohamed', 'Sadashayanand Dumree']","['[MDV] ', '[MRI] ']","['21-14', '21-12']",MS - Qualification,20180607,"Rose Hill, Mauritius"
4,"['Kaustubh Rawat', 'Vincent Koo']","['[IND] ', '[MRI] ']","['21-2', '21-15']",MS - Qualification,20180607,"Rose Hill, Mauritius"
5,"['Jibran Aubeeluck', 'Mutombo Tshizanga']","['[MRI] ', '[COD] ']",[],MS - Qualification,20180607,"Rose Hill, Mauritius"
6,"['Kai Wun Tee', 'Vimal Choolun']","['[MAS] ', '[MRI] ']","['21-7', '21-8']",MS - Qualification,20180607,"Rose Hill, Mauritius"
7,"['Yi Xin Chew', 'Bhavish Duttoo']","['[MAS] ', '[MRI] ']","['21-2', '21-3']",MS - Qualification,20180607,"Rose Hill, Mauritius"
8,"['Kesaven Veerapen', 'Abdul Zaheer Beebeejaun [7]']","['[MRI] ', '[MRI] ']","['21-13', '21-17']",MS - Qualification,20180607,"Rose Hill, Mauritius"
9,"['Janess Rujkoomar', 'Abdul Zeeshan Beebeejaun [4]']","['[MRI] ', '[MRI] ']","['21-7', '21-8']",MS - Qualification,20180607,"Rose Hill, Mauritius"
10,"['Giresh Kumar Rampersand [6]', 'M Subdurally']","['[MRI] ', '[MRI] ']","['21-13', '21-10']",MS - Qualification,20180607,"Rose Hill, Mauritius"
11,"['Khemtish Nundah', 'Faadil Sayed [5]']","['[MRI] ', '[MRI] ']","['22-20', '17-21', '21-15']",MS - Qualification,20180607,"Rose Hill, Mauritius"
12,"['Wee Peng Sim [3]', 'Gary-Clark Lim Hing Teng']","['[MAS] ', '[MRI] ']","['21-10', '21-6']",MS - Qualification,20180607,"Rose Hill, Mauritius"
13,"['Girish Roy Heeramun', 'Ravin Anthi-Iya [8]']","['[MRI] ', '[MRI] ']","['21-12', '21-16']",MS - Qualification,20180607,"Rose Hill, Mauritius"
14,"['Tamesh Dookhee [2]', 'Yajnesh Anand Changea']","['[MRI] ', '[MRI] ']","['21-8', '21-18']",MS - Qualification,20180607,"Rose Hill, Mauritius"
15,"['Nevin Lufor [1]', 'Dharish Gyandin']","['[MRI] ', '[MRI] ']","['21-10', '21-11']",MS - Qualification,20180607,"Rose Hill, Mauritius"
16,"['Sandesh Gondary', 'Bertrand Marimoutou']","['[MRI] ', '[REU] ']","['9-21', '21-18', '21-14']",MS - Qualification,20180607,"Rose Hill, Mauritius"
17,"['Jason Francois', 'Ved Callychurn']","['[MRI] ', '[MRI] ']","['21-7', '20-22', '21-16']",MS - Qualification,20180607,"Rose Hill, Mauritius"
18,"['Darel Sophie', 'Abhay Chandra Russom']","['[MRI] ', '[MRI] ']","['20-22', '21-18', '21-16']",MS - Qualification,20180607,"Rose Hill, Mauritius"
19,"['Thoif Ahmed Mohamed', 'Jamsheed Brochier']","['[MDV] ', '[MRI] ']","['21-9', '18-21', '21-9']",MS - Qualification,20180607,"Rose Hill, Mauritius"
20,"['Kaustubh Rawat', 'Ashneel Dabee']","['[IND] ', '[MRI] ']","['21-2', '21-5']",MS - Qualification,20180607,"Rose Hill, Mauritius"
21,"['Reetesh Chandrakanth Dooleea', 'Jibran Aubeeluck']","['[MRI] ', '[MRI] ']","['21-8', '21-6']",MS - Qualification,20180607,"Rose Hill, Mauritius"
22,"['Kai Wun Tee', 'Jean-Luc Jafarally']","['[MAS] ', '[MRI] ']","['21-10', '21-11']",MS - Qualification,20180607,"Rose Hill, Mauritius"
23,"['Yi Xin Chew', 'Harshil Gobin']","['[MAS] ', '[MRI] ']","['21-6', '21-6']",MS - Qualification,20180607,"Rose Hill, Mauritius"
24,"['Georges Julien Paul [1]', 'Mohamed Ajfan Rasheed']","['[MRI] ', '[MDV] ']","['21-17', '21-18']",MS,20180607,"Rose Hill, Mauritius"
25,"['Collins Valentine Filimon [5]', 'Tejraj Pultoo']","['[ROU] ', '[MRI] ']","['21-11', '21-11']",MS,20180607,"Rose Hill, Mauritius"
26,"['Aung Myo Htoo', 'Mevan Dewoo']","['[MYA] ', '[MRI] ']","['21-9', '21-13']",MS,20180607,"Rose Hill, Mauritius"
27,"['Ahmed Nibal', 'Soobhan Ajmeer']","['[MDV] ', '[MRI] ']","['21-10', '21-13']",MS,20180607,"Rose Hill, Mauritius"
28,"['Sai Wuu Phet @ Sai Lin Tun Aung', 'Thierry Bellepeau']","['[MYA] ', '[MRI] ']","['21-12', '21-10']",MS,20180607,"Rose Hill, Mauritius"
29,"['Niels Veenstra', 'Melvin Appiah [8]']","['[NED] ', '[MRI] ']","['22-20', '21-18']",MS,20180607,"Rose Hill, Mauritius"
30,"['Khabir Teeluck', 'Sarim Mohamed']","['[MRI] ', '[MDV] ']","['21-11', '21-15']",MS,20180607,"Rose Hill, Mauritius"
31,"['Mathias Pedersen', 'Bahaedeen Ahmad Alshannik [3]']","['[DEN] ', '[JOR] ']",[],MS,20180607,"Rose Hill, Mauritius"
32,"['Sandesh Gondary', 'Nevin Lufor [1]']","['[MRI] ', '[MRI] ']","['21-15', '21-17']",MS - Qualification,20180607,"Rose Hill, Mauritius"
33,"['Jason Francois', 'Kesaven Veerapen']","['[MRI] ', '[MRI] ']","['24-22', '21-9']",MS - Qualification,20180607,"Rose Hill, Mauritius"
34,"['Darel Sophie', 'Janess Rujkoomar']","['[MRI] ', '[MRI] ']","['21-15', '15-21', '21-14']",MS - Qualification,20180607,"Rose Hill, Mauritius"
35,"['Thoif Ahmed Mohamed', 'Giresh Kumar Rampersand [6]']","['[MDV] ', '[MRI] ']","['22-20', '11-21', '21-13']",MS - Qualification,20180607,"Rose Hill, Mauritius"
36,"['Kaustubh Rawat', 'Khemtish Nundah']","['[IND] ', '[MRI] ']","['21-13', '21-7']",MS - Qualification,20180607,"Rose Hill, Mauritius"
37,"['Wee Peng Sim [3]', 'Reetesh Chandrakanth Dooleea']","['[MAS] ', '[MRI] ']","['21-13', '21-14']",MS - Qualification,20180607,"Rose Hill, Mauritius"
38,"['Kai Wun Tee', 'Girish Roy Heeramun']","['[MAS] ', '[MRI] ']","['21-8', '21-13']",MS - Qualification,20180607,"Rose Hill, Mauritius"
39,"['Yi Xin Chew', 'Tamesh Dookhee [2]']","['[MAS] ', '[MRI] ']","['21-9', '21-8']",MS - Qualification,20180607,"Rose Hill, Mauritius"
40,"['Jhotiswaran Karupathevan', 'Mathias Pedersen', 'Soobhan Ajmeer', 'M Subdurally']","['[MAS] ', '[DEN] ', '[MRI] ', '[MRI] ']","['21-11', '21-8']",MD,20180607,"Rose Hill, Mauritius"
41,"['Yong Chai Ng', 'Kai Wun Tee', 'Ashneel Dabee', 'Dharish Gyandin']","['[MAS] ', '[MAS] ', '[MRI] ', '[MRI] ']","['21-5', '21-10']",MD,20180607,"Rose Hill, Mauritius"
42,"['Thoif Ahmed Mohamed', 'Mohamed Ajfan Rasheed', 'Yudish Yogeshwar Heeramun', 'Gary-Clark Lim Hing Teng']","['[MDV] ', '[MDV] ', '[MRI] ', '[MRI] ']","['21-17', '21-9']",MD,20180607,"Rose Hill, Mauritius"
43,"['Jibran Aubeeluck', 'Ved Callychurn', 'Dimand Ja Okito', 'Mutombo Tshizanga']","['[MRI] ', '[MRI] ', '[COD] ', '[COD] ']",[],MD,20180607,"Rose Hill, Mauritius"
44,"['Swarnaraj Bora', 'Kaustubh Rawat', 'Jason Francois', 'Khemtish Nundah']","['[IND] ', '[IND] ', '[MRI] ', '[MRI] ']","['21-11', '21-5']",MD,20180607,"Rose Hill, Mauritius"
45,"['Sahir Abdool Edoo', 'Saheer Ramrakha', 'Reetesh Chandrakanth Dooleea', 'Kaviraj Sookuram']","['[MRI] ', '[MRI] ', '[MRI] ', '[MRI] ']","['21-14', '25-23']",MD,20180607,"Rose Hill, Mauritius"
46,"['Mevan Dewoo', 'Darel Sophie', 'Harshil Gobin', 'Sandesh Gondary']","['[MRI] ', '[MRI] ', '[MRI] ', '[MRI] ']","['21-15', '21-12']",MD,20180607,"Rose Hill, Mauritius"
47,"['Sarim Mohamed', 'Ahmed Nibal', 'Ravin Anthi-Iya', 'Faadil Sayed']","['[MDV] ', '[MDV] ', '[MRI] ', '[MRI] ']","['21-11', '21-16']",MD,20180607,"Rose Hill, Mauritius"
48,"['Tamesh Dookhee', 'Giresh Kumar Rampersand', 'Jamsheed Brochier', 'Sadashayanand Dumree']","['[MRI] ', '[MRI] ', '[MRI] ', '[MRI] ']","['21-12', '12-21', '23-21']",MD,20180607,"Rose Hill, Mauritius"
49,"['Darel Sophie', 'Huzair Asraaf Ali Bhuttoo']","['[MRI] ', '[MRI] ']","['21-16', '21-18']",MS,20180607,"Rose Hill, Mauritius"
50,"['Jason Francois', 'Soogun Z']","['[MRI] ', '[MRI] ']","['21-19', '12-21', '21-8']",MS,20180607,"Rose Hill, Mauritius"
51,"['Wee Peng Sim', 'Christopher Paul [6]']","['[MAS] ', '[MRI] ']","['21-16', '21-9']",MS,20180607,"Rose Hill, Mauritius"
52,"['Jhotiswaran Karupathevan', 'Thoif Ahmed Mohamed']","['[MAS] ', '[MDV] ']","['21-6', '21-14']",MS,20180607,"Rose Hill, Mauritius"
53,"['Kai Wun Tee', 'Swarnaraj Bora [7]']","['[MAS] ', '[IND] ']","['15-21', '24-22', '21-15']",MS,20180607,"Rose Hill, Mauritius"
54,"['Sandesh Gondary', 'Aatish Lubah [4]']","['[MRI] ', '[MRI] ']",[],MS,20180607,"Rose Hill, Mauritius"
55,"['Yi Xin Chew', 'Jean Bernard Bongout']","['[MAS] ', '[MRI] ']","['21-17', '21-16']",MS,20180607,"Rose Hill, Mauritius"
56,"['Giap Chin Goh [2]', 'Kaustubh Rawat']","['[MAS] ', '[IND] ']","['21-9', '21-12']",MS,20180607,"Rose Hill, Mauritius"
57,"['Ritika Thaker', 'Sendila Mourat']","['[IND] ', '[MRI] ']","['21-9', '21-5']",WS,20180607,"Rose Hill, Mauritius"
58,"['Moosa Aminath Shahurunaz', 'Poshita Luchoomun']","['[MDV] ', '[MRI] ']","['21-4', '21-5']",WS,20180607,"Rose Hill, Mauritius"
59,"['Letshanaa A. Karupathevan', 'Dorothy Rousseau']","['[MAS] ', '[MRI] ']","['21-5', '21-3']",WS,20180607,"Rose Hill, Mauritius"
60,"['Georges Julien Paul [1]', 'Darel Sophie']","['[MRI] ', '[MRI] ']","['21-11', '21-10']",MS,20180607,"Rose Hill, Mauritius"
61,"['Collins Valentine Filimon [5]', 'Jason Francois']","['[ROU] ', '[MRI] ']","['21-5', '21-3']",MS,20180607,"Rose Hill, Mauritius"
62,"['Aung Myo Htoo', 'Mathias Pedersen']","['[MYA] ', '[DEN] ']","['21-14', '21-11']",MS,20180607,"Rose Hill, Mauritius"
63,"['Jhotiswaran Karupathevan', 'Wee Peng Sim']","['[MAS] ', '[MAS] ']","['21-16', '21-17']",MS,20180607,"Rose Hill, Mauritius"
64,"['Kai Wun Tee', 'Ahmed Nibal']","['[MAS] ', '[MDV] ']","['21-10', '21-9']",MS,20180607,"Rose Hill, Mauritius"
65,"['Sai Wuu Phet @ Sai Lin Tun Aung', 'Sandesh Gondary']","['[MYA] ', '[MRI] ']","['21-2', '21-11']",MS,20180607,"Rose Hill, Mauritius"
66,"['Yi Xin Chew', 'Niels Veenstra']","['[MAS] ', '[NED] ']","['21-11', '21-13']",MS,20180607,"Rose Hill, Mauritius"
67,"['Giap Chin Goh [2]', 'Khabir Teeluck']","['[MAS] ', '[MRI] ']","['21-1', '21-4']",MS,20180607,"Rose Hill, Mauritius"
68,"['Katerina Tomalova [1]', 'Jemimah Leug For Sang']","['[CZE] ', '[MRI] ']","['21-4', '21-2']",WS,20180607,"Rose Hill, Mauritius"
69,"['Ritika Thaker', 'Vilina Appiah']","['[IND] ', '[MRI] ']","['21-7', '21-11']",WS,20180607,"Rose Hill, Mauritius"
70,"['Aurelie Marie Elisa Allet [3]', 'Katambua Odia']","['[MRI] ', '[COD] ']",[],WS,20180607,"Rose Hill, Mauritius"
71,"['Moosa Aminath Shahurunaz', 'Jeisha Chiniah']","['[MDV] ', '[MRI] ']","['21-10', '21-5']",WS,20180607,"Rose Hill, Mauritius"
72,"['Letshanaa A. Karupathevan', 'Mandira Lubah']","['[MAS] ', '[MRI] ']","['21-3', '21-6']",WS,20180607,"Rose Hill, Mauritius"
73,"['Ganesha Mungrah', 'Fathimath Nabaaha Abdul Razzaq [4]']","['[MRI] ', '[MDV] ']","['22-20', '17-21', '21-19']",WS,20180607,"Rose Hill, Mauritius"
74,"['Simran Singhi', 'Aminath Nabeeha Abdul Razzaq']","['[IND] ', '[MDV] ']","['21-10', '21-10']",WS,20180607,"Rose Hill, Mauritius"
75,"['Thet Htar Thuzar [2]', 'Kritisha Mungrah']","['[MYA] ', '[MRI] ']","['21-2', '21-4']",WS,20180607,"Rose Hill, Mauritius"
76,"['Jhotiswaran Karupathevan', 'Mathias Pedersen', 'Melvin Appiah [1]', 'Tejraj Pultoo']","['[MAS] ', '[DEN] ', '[MRI] ', '[MRI] ']","['21-16', '17-21', '21-18']",MD,20180607,"Rose Hill, Mauritius"
77,"['Yong Chai Ng', 'Kai Wun Tee', 'Thierry Bellepeau', 'Vimal Choolun']","['[MAS] ', '[MAS] ', '[MRI] ', '[MRI] ']","['21-13', '21-12']",MD,20180607,"Rose Hill, Mauritius"
78,"['Thoif Ahmed Mohamed', 'Mohamed Ajfan Rasheed', 'Nevin Lufor [3]', 'Kesaven Veerapen']","['[MDV] ', '[MDV] ', '[MRI] ', '[MRI] ']","['21-12', '21-8']",MD,20180607,"Rose Hill, Mauritius"
79,"['Jibran Aubeeluck', 'Ved Callychurn', 'Aatish Lubah', 'Christopher Paul']","['[MRI] ', '[MRI] ', '[MRI] ', '[MRI] ']",[],MD,20180607,"Rose Hill, Mauritius"
80,"['Swarnaraj Bora', 'Kaustubh Rawat', 'Sahir Abdool Edoo', 'Saheer Ramrakha']","['[IND] ', '[IND] ', '[MRI] ', '[MRI] ']","['21-16', '21-15']",MD,20180607,"Rose Hill, Mauritius"
81,"['Jean Bernard Bongout [3]', 'Khabir Teeluck', 'Mevan Dewoo', 'Darel Sophie']","['[MRI] ', '[MRI] ', '[MRI] ', '[MRI] ']","['21-14', '18-21', '21-11']",MD,20180607,"Rose Hill, Mauritius"
82,"['Sarim Mohamed', 'Ahmed Nibal', 'Huzair Asraaf Ali Bhuttoo', 'Soogun Z']","['[MDV] ', '[MDV] ', '[MRI] ', '[MRI] ']","['21-17', '21-12']",MD,20180607,"Rose Hill, Mauritius"
83,"['Daniel Grassmuck [2]', 'Roman Zirnwald', 'Tamesh Dookhee', 'Giresh Kumar Rampersand']","['[AUT] ', '[AUT] ', '[MRI] ', '[MRI] ']","['21-17', '21-8']",MD,20180607,"Rose Hill, Mauritius"
84,"['Abhay Chandra Russom', 'Sendila Mourat', 'Mutombo Tshizanga', 'Mbuyi Bernice Bokotsha']","['[MRI] ', '[MRI] ', '[COD] ', '[COD] ']",[],XD,20180607,"Rose Hill, Mauritius"
85,"['Thoif Ahmed Mohamed', 'Aminath Nabeeha Abdul Razzaq', 'Sandesh Gondary', 'Mandira Lubah']","['[MDV] ', '[MDV] ', '[MRI] ', '[MRI] ']","['21-13', '21-10']",XD,20180607,"Rose Hill, Mauritius"
86,"['Khabir Teeluck', 'Ganesha Mungrah', 'Ravin Anthi-Iya', 'Dorothy Rousseau']","['[MRI] ', '[MRI] ', '[MRI] ', '[MRI] ']","['21-9', '21-14']",XD,20180607,"Rose Hill, Mauritius"
87,"['Sarim Mohamed', 'Moosa Aminath Shahurunaz', 'Melvin Appiah', 'Vilina Appiah']","['[MDV] ', '[MDV] ', '[MRI] ', '[MRI] ']","['27-25', '21-17']",XD,20180607,"Rose Hill, Mauritius"
88,"['Letshanaa A. Karupathevan', 'Ganesha Mungrah']","['[MAS] ', '[MRI] ']","['21-9', '21-5']",WS ,20180607,"Rose Hill, Mauritius"
89,"['Aung Myo Htoo', 'Jhotiswaran Karupathevan']","['[MYA] ', '[MAS] ']","['22-20', '21-11']",MS ,20180607,"Rose Hill, Mauritius"
