,PLAYERS,COUNTRIES,SCORES,EVENT,match_week,match_location
0,"['Martin Campbell', 'Julie Macpherson', 'Uladzimir Varantsou', 'Krestina Silich']","['[SCO] ', '[SCO] ', '[BLR] ', '[BLR] ']",[],XD,20170425,"Kolding, Denmark"
1,"['Milan Ludik', 'Gergely Krausz']","['[CZE] ', '[HUN] ']","['21-9', '21-14']",MS,20170425,"Kolding, Denmark"
2,"['Kalle Koljonen', 'Nick Fransman']","['[FIN] ', '[NED] ']","['11-21', '22-20', '21-15']",MS,20170425,"Kolding, Denmark"
3,"['Chloe Birch', 'Ioanna Karapetridou']","['[ENG] ', '[GRE] ']","['21-3', '21-9']",WS,20170425,"Kolding, Denmark"
4,"['Anton Kaisti', 'Jenny Nystrom', 'Gregory Mairs', 'Jenny Moore']","['[FIN] ', '[FIN] ', '[ENG] ', '[ENG] ']","['21-19', '21-12']",XD,20170425,"Kolding, Denmark"
5,"['Ronan Labar', 'Audrey Fontaine', 'Lilian Mihaylov', 'Petya Nedelcheva']","['[FRA] ', '[FRA] ', '[BUL] ', '[BUL] ']","['21-12', '21-14']",XD,20170425,"Kolding, Denmark"
6,"['Sergey Sirant', 'Emre Lale']","['[RUS] ', '[TUR] ']","['21-9', '21-14']",MS,20170425,"Kolding, Denmark"
7,"['Getter Saar', 'Katarina Galenic']","['[EST] ', '[CRO] ']","['21-13', '19-21', '24-22']",WS,20170425,"Kolding, Denmark"
8,"['Mark Lamsfuss', 'Isabel Herttrich', 'Fredrik Kristensen', 'Solvar Flaten Jorgensen']","['[GER] ', '[GER] ', '[NOR] ', '[NOR] ']","['21-7', '21-16']",XD,20170425,"Kolding, Denmark"
9,"['Ruben Jille', 'Iris Tabeling', 'Raul Käsner', 'Helina Rüütel']","['[NED] ', '[NED] ', '[EST] ', '[EST] ']","['21-13', '21-19']",XD,20170425,"Kolding, Denmark"
10,"['Mark Caljouw', 'Kieran Merrilees']","['[NED] ', '[SCO] ']","['16-21', '21-11', '21-13']",MS,20170425,"Kolding, Denmark"
11,"['Fabienne Deprez', 'Elisabeth Baldauf']","['[GER] ', '[AUT] ']","['24-22', '21-11']",WS,20170425,"Kolding, Denmark"
12,"['Pawel Pietryja', 'Aneta Wojtkowska', 'Gennadiy Natarov', 'Natalya Voytsekh']","['[POL] ', '[POL] ', '[UKR] ', '[UKR] ']","['21-15', '21-13']",XD,20170425,"Kolding, Denmark"
13,"['Toby Penty', 'Kai Schaefer']","['[ENG] ', '[GER] ']","['26-24', '21-14']",MS,20170425,"Kolding, Denmark"
14,"['Maxime Moreels', 'Robert Mann']","['[BEL] ', '[LUX] ']","['21-9', '21-7']",MS,20170425,"Kolding, Denmark"
15,"['Ozge Bayrak', 'Lisa Iversen']","['[TUR] ', '[ITA] ']","['21-11', '21-6']",WS,20170425,"Kolding, Denmark"
16,"['Sam Magee', 'Chloe Magee', 'Jacco Arends [5]', 'Selena Piek']","['[IRL] ', '[IRL] ', '[NED] ', '[NED] ']","['21-17', '23-21']",XD,20170425,"Kolding, Denmark"
17,"['Lucas Corvee', 'Bernardo Atilano']","['[FRA] ', '[POR] ']","['21-6', '21-11']",MS,20170425,"Kolding, Denmark"
18,"['Marius Myhre', 'Michal Rogalski']","['[NOR] ', '[POL] ']",['1-2'],MS,20170425,"Kolding, Denmark"
19,"['Agnes Korosi', 'Akvile Stapusaityte']","['[HUN] ', '[LTU] ']","['21-19', '21-13']",WS,20170425,"Kolding, Denmark"
20,"['Evgenij Dremin [6]', 'Evgenia Dimova', 'Elias Bracke', 'Lise Jaques']","['[RUS] ', '[RUS] ', '[BEL] ', '[BEL] ']","['21-14', '21-14']",XD,20170425,"Kolding, Denmark"
21,"['Henri Hurskainen', 'Orkhan Galandarov']","['[SWE] ', '[AZE] ']","['21-5', '21-9']",MS,20170425,"Kolding, Denmark"
22,"['Lucas Claerbout', 'Matthew Carder']","['[FRA] ', '[SCO] ']","['21-8', '21-16']",MS,20170425,"Kolding, Denmark"
23,"['Yvonne Li', 'Airi Mikkela']","['[GER] ', '[FIN] ']","['25-23', '21-12']",WS,20170425,"Kolding, Denmark"
24,"['Bastian Kersaudy', 'Lea Palermo', 'Povilas Bartusis', 'Vytaute Fomkinaite']","['[FRA] ', '[FRA] ', '[LTU] ', '[LTU] ']","['21-11', '21-14']",XD,20170425,"Kolding, Denmark"
25,"['Nico Ruponen [8]', 'Amanda Hogstrom', 'Jordan Corvee', 'Anne Tran']","['[SWE] ', '[SWE] ', '[FRA] ', '[FRA] ']","['21-19', '12-21', '21-12']",XD,20170425,"Kolding, Denmark"
26,"['Alesia Zaitsava', 'Martina Repiska']","['[BLR] ', '[SVK] ']","['21-9', '21-18']",WS,20170425,"Kolding, Denmark"
27,"['Nanna Vainio', 'Lilit Poghosyan']","['[FIN] ', '[ARM] ']","['21-11', '21-11']",WS,20170425,"Kolding, Denmark"
28,"['Mathias Christiansen [3]', 'Sara Thygesen', 'Marvin Emil Seidel', 'Linda Efler']","['[DEN] ', '[DEN] ', '[GER] ', '[GER] ']","['21-6', '21-17']",XD,20170425,"Kolding, Denmark"
29,"['Toma Junior Popov', 'Artem Pochtarov']","['[FRA] ', '[UKR] ']","['21-15', '18-21', '21-15']",MS,20170425,"Kolding, Denmark"
30,"['Chris Adcock [2]', 'Gabrielle Adcock', 'Oliver Schaller', 'Celine Burkart']","['[ENG] ', '[ENG] ', '[SUI] ', '[SUI] ']","['21-10', '21-5']",XD,20170425,"Kolding, Denmark"
31,"['Rachael Darragh', 'Flore Vandenhoucke']","['[IRL] ', '[BEL] ']","['23-21', '22-20']",WS,20170425,"Kolding, Denmark"
32,"['Soren Gravholt', 'Maiken Fruergaard', 'Jakub Bitman', 'Alzbeta Basova']","['[DEN] ', '[DEN] ', '[CZE] ', '[CZE] ']","['21-13', '21-17']",XD,20170425,"Kolding, Denmark"
33,"['Scott Evans', 'Zvonimir Durkinjak']","['[IRL] ', '[CRO] ']","['13-21', '21-17', '21-17']",MS,20170425,"Kolding, Denmark"
34,"['Luka Wraber', 'Ilias Xanthou']","['[AUT] ', '[GRE] ']","['21-14', '21-16']",MS,20170425,"Kolding, Denmark"
35,"['Sonia Goncalves', 'Vilde Espeseth']","['[POR] ', '[NOR] ']","['21-8', '21-14']",WS,20170425,"Kolding, Denmark"
36,"['Joachim Fischer Nielsen [1]', 'Christinna Pedersen', 'Ben Lane', 'Jessica Pugh']","['[DEN] ', '[DEN] ', '[ENG] ', '[ENG] ']","['21-14', '21-17']",XD,20170425,"Kolding, Denmark"
37,"['Vitalij Durkin [7]', 'Nina Vislova', 'Kyriacos Pissis', 'Ioanna Karapetridou']","['[RUS] ', '[RUS] ', '[CYP] ', '[GRE] ']","['21-5', '21-6']",XD,20170425,"Kolding, Denmark"
38,"['Misha Zilberman', 'Alen Roj']","['[ISR] ', '[SLO] ']","['21-9', '21-8']",MS,20170425,"Kolding, Denmark"
39,"['Delphine Lansac', 'Laura Sarosi']","['[FRA] ', '[HUN] ']","['22-20', '21-14']",WS,20170425,"Kolding, Denmark"
40,"['Robert Mateusiak [4]', 'Nadiezda Zieba', 'Alberto Zapico', 'Lorena Usle']","['[POL] ', '[POL] ', '[ESP] ', '[ESP] ']","['21-10', '21-13']",XD,20170425,"Kolding, Denmark"
41,"['Eetu Heino', 'Collins Valentine Filimon']","['[FIN] ', '[ROU] ']","['21-14', '21-9']",MS,20170425,"Kolding, Denmark"
42,"['Emil Holst', 'Felix Burestedt']","['[DEN] ', '[SWE] ']","['21-10', '21-15']",MS,20170425,"Kolding, Denmark"
43,"['Kirsty Gilmour [7]', 'Alesia Zaitsava']","['[SCO] ', '[BLR] ']","['21-15', '21-14']",WS,20170425,"Kolding, Denmark"
44,"['Beatriz Corrales [2]', 'Mariya Mitsova']","['[ESP] ', '[BUL] ']","['21-13', '14-21', '21-19']",WS,20170425,"Kolding, Denmark"
45,"['Ozge Bayrak', 'Neslihan Yigit', 'Solvar Flaten Jorgensen', 'Natalie Syvertsen']","['[TUR] ', '[TUR] ', '[NOR] ', '[NOR] ']","['21-7', '21-8']",WD,20170425,"Kolding, Denmark"
46,"['Linda Zetchiri [3]', 'Katerina Tomalova']","['[BUL] ', '[CZE] ']","['21-12', '21-15']",WS,20170425,"Kolding, Denmark"
